image_path,class_name,crop,disease,temperature_c,humidity_pct,disease_percentage
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/64f4dcf0-30b4-41b2-b5e6-6e6798c3202d___JR_B.Spot 8834.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.78768795,98.55582589,17.62670127
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/3b03d630-d2a3-4c76-9c95-0783b50895d8___NREC_B.Spot 9168.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,26.72297953,83.58582758,22.49256642
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/cb718917-b719-4cb5-af66-394129c4320b___JR_B.Spot 3405.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,26.05005847,87.06579847,18.16425898
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/98911982-d13f-45f3-a098-bacf2924c154___NREC_B.Spot 1851.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.27967623,92.74906886,30.17116868
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/41410a16-32af-4080-92a7-fd2869d5b48d___JR_B.Spot 9085.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,23.698796,97.88107707,8.051821862
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/0d524d59-fb02-481b-9034-64f1de0da914___NREC_B.Spot 9060.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.6536604,99.64878625,34.15582799
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/4bad40b0-af40-4deb-820c-edbcbb9ea372___NREC_B.Spot 1843.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.44556277,90.40778737,20.61121857
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/b1739803-02e8-4974-b230-37923c2010cc___NREC_B.Spot 1921.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.08486896,94.47791983,19.62518317
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/13955856-c347-4039-ba30-09ea39d66534___NREC_B.Spot 9114.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,20.47212313,94.84865117,20.40081415
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/4a18013a-dcd1-4974-b841-89c49b198a11___NREC_B.Spot 1984.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.07264244,91.31950642,19.0672683
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/c869760f-5c94-4282-9e1b-a7b0f36455e4___JR_B.Spot 8929.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.44113928,90.49302745,12.04949368
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/ef02f719-ca79-481f-9429-365fa1685a80___JR_B.Spot 9056.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,29.2439521,87.96354699,4.995311843
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/8c9e49b1-c4ee-402e-b31b-a7b33e887d0c___JR_B.Spot 3313.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.95776939,91.89252738,24.68132569
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/41b84d9f-07b5-49a9-b928-b9be65ea5e3d___JR_B.Spot 3153.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.29556852,93.03659757,28.31293837
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/2d5def2a-c79d-444e-88be-a5961c9107d0___JR_B.Spot 3249.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,26.39720847,84.72854996,19.10326558
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/b565ed4a-0fd4-4776-a998-363132307e11___NREC_B.Spot 1926.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,23.59150325,82.99728693,16.90756217
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/921dfe0f-cf58-4d48-a9c0-33eff76b7191___NREC_B.Spot 9100.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.49296791,99.66820467,28.21911896
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/72fb0734-1e8c-4bdb-a355-959d1ce12cd0___NREC_B.Spot 9066.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.82659766,91.35039322,30.96713615
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/b22693c9-a87d-4ffa-82b1-0218e1b966be___JR_B.Spot 3277.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.39274848,91.66659964,18.383746
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/9f3a7e14-bd0e-48ea-89c3-9c3bd743fb19___NREC_B.Spot 1956.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,25.44241295,86.77775516,25.86063964
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/f7210adf-ebd1-44d7-9104-40244572d722___NREC_B.Spot 1807.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,20.88511629,82.85451719,20.54401231
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/292d6666-67ca-4c4f-91e9-b7313fdd523c___NREC_B.Spot 9130.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,29.14625678,97.84382102,25.44483986
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/d22776e6-5234-4c6b-a196-a04b281c3808___JR_B.Spot 3351.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,25.67821592,97.93870231,20.56247245
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/84e67357-edd8-445d-9c49-32b1c5d5deeb___JR_B.Spot 8921.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.56473014,89.06762609,24.67906569
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/7a0a678b-9bd3-4f13-a650-31566fdb30da___JR_B.Spot 8961.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.28127613,86.91896323,12.65684372
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/831d19a0-117e-477c-9301-d9279edd1c5d___JR_B.Spot 3343.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,26.71874674,91.17788415,16.24683503
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/da56da68-37e7-4003-8ebe-de5e545945f6___NREC_B.Spot 9197.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,27.34437559,89.11776081,24.22821255
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/74d34f82-c2f1-4a60-8463-3c45717aac22___NREC_B.Spot 1904.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.82042832,85.46453221,33.07881773
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/f815ab23-815d-4e3a-8ebf-47d9084645cc___NREC_B.Spot 1869.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,27.08240264,92.19632427,22.05903201
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/b45fccde-f383-4741-a19a-fb48dc215190___JR_B.Spot 3098.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,26.63789691,99.94546945,18.5892146
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/d46517ef-7359-469f-9dd3-c8669c6cd889___NREC_B.Spot 1902.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,20.59347785,82.85446464,25.18948111
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/9e51a122-2ee0-476d-9a0e-a7f059dfd290___NREC_B.Spot 1878.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,23.23119865,94.70409352,18.16235157
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/ff81e22a-09bf-49bd-b45a-c75606cd113b___NREC_B.Spot 1811.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,29.91364878,85.20631745,44.96358258
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/bb696cc0-eef2-40e1-a0c0-9df002d0d413___NREC_B.Spot 9243.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.6920227,94.18367296,13.92792137
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/f896c5eb-0ec3-4480-bddc-10977b344277___NREC_B.Spot 1932.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.94608292,83.81949774,14.15353767
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/9ef2ed30-14d6-4711-92b3-9a9fbf435c9f___NREC_B.Spot 9049.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,29.92597031,96.08217579,24.87698947
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/28f23e77-e556-40c8-8bc2-835227732de2___JR_B.Spot 8848.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,25.64140209,81.44277794,19.56829223
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/208c40d0-cdd9-4988-a03a-22755febfafb___JR_B.Spot 8908.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.96165877,98.17646696,19.94698025
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/c4f483a6-1b89-4158-9782-e77c649e5a65___JR_B.Spot 3367.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,23.7894843,89.80958284,19.04862198
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/794eb318-4b89-4774-89af-76131cf7b793___NREC_B.Spot 1920.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.53798733,88.46550642,20.78211635
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/e82b5cb6-796c-45cb-a2a7-89bf723ecb8a___NREC_B.Spot 1854.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,23.07510624,95.24114416,13.71464488
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/0efa6329-22f4-4bf0-a67a-17b0d5e4d2f2___NREC_B.Spot 9145.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.45435514,89.05516093,19.99803363
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/0694ee73-2dbc-4583-9d2d-2b053ef0475b___NREC_B.Spot 1798.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.32426848,90.91360337,23.50078116
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/67fb9590-9c1b-47f0-b5e2-f7377136bcba___NREC_B.Spot 1845.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.15653683,91.04311643,27.41311527
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/6e698a9c-27ae-4ebb-a041-c8f06a69d664___JR_B.Spot 3133.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,23.34558466,80.77071613,20.01003481
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/380d0458-2f1e-432c-8adf-614143cba968___JR_B.Spot 8980.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.08381496,98.90343136,16.99124942
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/197e7e21-9ddb-4fbe-a87e-2885a14c29d5___JR_B.Spot 9035.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,27.89936265,94.07152205,16.7813748
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/71910a98-a735-4f6d-bd6b-117845ed0ad6___JR_B.Spot 3282.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.93262257,84.41214565,13.76259113
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/e1c5cd9c-d181-42b8-95cc-e45538f21d12___NREC_B.Spot 1864.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,29.90167427,98.52123044,23.38336373
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/70e1f0fd-f177-4d0b-9926-af33436e501a___JR_B.Spot 9023.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,29.72622246,83.56765524,22.31541198
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/6218fa91-d526-4705-aab4-026c328197a3___NREC_B.Spot 9252.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,20.37808928,94.75686193,21.93439209
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/98558acc-09f4-4d2f-bdff-5e8e915ea606___NREC_B.Spot 9141.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.29988849,95.5208012,21.87200346
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/78bed62c-8645-4956-a9c0-c6709e254a43___JR_B.Spot 3099.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,27.20966381,91.90281997,18.50705575
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/4d035250-f831-438b-a583-d192cbb26a55___JR_B.Spot 3163.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.72954928,93.56398941,25.43116723
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/47fbd17d-c078-4465-8816-c675abd9c850___JR_B.Spot 3185.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,20.13013094,85.67605271,19.44259752
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/cef63924-0e7e-4df3-9b8c-bdc80f3215f2___JR_B.Spot 3376.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.03945503,83.64428637,34.09759117
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/a72dbf23-65d1-40c6-a7bc-82caed00c6d3___JR_B.Spot 3333.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.39402626,89.26453406,17.76759713
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/b6843d4e-85a6-4e1f-97a9-e892720406fe___JR_B.Spot 8974.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.48311162,88.4630359,25.99603337
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/f75755aa-4cac-4e64-9244-453eb4697044___NREC_B.Spot 1964.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,29.06267022,83.8037,17.35552249
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/d4fc75c5-ff75-4429-8a41-917c2265cfbc___NREC_B.Spot 1871.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,26.62651799,81.77932442,27.68180211
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/4a1ba341-501b-4f74-879b-61a9e29a8f9a___NREC_B.Spot 9211.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,23.03559308,99.93169315,20.01569345
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/39875cb8-3958-46b9-a9dc-f810f353af5a___JR_B.Spot 3321.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.14986091,85.61158942,18.72408383
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/952535f2-d337-434c-90e4-0be62ad20db9___JR_B.Spot 3348.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,20.05377217,85.96597084,22.25241211
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/644b37d1-495a-40ef-9cff-163a97016d71___JR_B.Spot 3269.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,23.58022877,84.2425929,13.45835794
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/17557939-f9e2-435a-a4e7-f4d3cff8aa8b___JR_B.Spot 3107.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.76280429,84.86570755,19.54113627
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/697e19e9-b11b-4bc8-884b-e25d432b90f6___NREC_B.Spot 9206.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.00857622,83.42451263,24.89703536
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/39a17538-d200-4dac-8dad-d76566b6b199___NREC_B.Spot 9173.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.92511791,99.9127509,25.6501472
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/490afec2-acdf-4b61-b137-43d43285817c___JR_B.Spot 8949.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,29.86232298,92.07632655,17.59789964
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/121268d0-b5e9-452b-aa45-df90ddcc5ee5___JR_B.Spot 8876.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.06730342,83.13738511,18.39662195
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/648a0b23-8a55-4530-a0a0-b04882298d24___NREC_B.Spot 1839.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.92975337,97.25988678,16.81951954
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/0e57b44f-bb06-43ec-8688-5a7985b461e7___JR_B.Spot 8970.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,22.86972591,99.37286572,9.238603969
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/01613cd0-d3cd-4e96-945c-a312002037bf___JR_B.Spot 3262.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.28095408,92.30988849,7.025220781
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/b5d5a42e-5d4f-4429-8923-aee42e0a0c5d___NREC_B.Spot 9189.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.97710679,90.09685891,24.28748451
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/3dcf00d5-a9c0-4920-8767-2355f3f85bc4___NREC_B.Spot 9218.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.74856926,88.69320322,24.63055845
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/7b21dafb-0173-4762-8fb5-8bb9b0aa604c___JR_B.Spot 3149.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.37435628,96.16516609,26.91881733
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/5f7e373c-1bcb-4730-b55d-d0caf375bb0b___JR_B.Spot 8948.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,26.60861575,92.39956331,19.46972831
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/e5b0a108-d1ec-42ce-9953-e57cb218bb00___JR_B.Spot 3268.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.36065602,85.41479642,18.87102253
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/5f4f7469-3f1c-4f29-a5f7-68f2e57ce261___JR_B.Spot 9030.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,21.31099015,88.59974162,14.64437567
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/e90ac690-4fbd-4ded-94f2-af7373479164___JR_B.Spot 8931.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,25.04369995,84.4306554,17.01252571
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/3da16030-36bd-4866-826f-70945a9f8b60___JR_B.Spot 8934.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,25.87569556,91.91184475,12.28769753
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/43fb5703-5a76-47cf-b027-42a9bd601401___JR_B.Spot 9033.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,26.13761011,93.21957054,18.67239876
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/55d4d62f-ed27-4225-8245-c0e732a5a01b___JR_B.Spot 8959.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,28.0700865,90.76066396,15.67085506
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/43aa27d3-3a37-4245-8b20-984512abfc6c___JR_B.Spot 3386.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,26.61509978,99.83055707,16.77384611
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/0b47ce18-7cfe-45e8-b21e-b83cb6282455___JR_B.Spot 3162.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.14882512,81.9948459,28.25225471
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/8abde119-2bdc-4a2f-9f83-3c4f0680f565___NREC_B.Spot 1912.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,26.68526109,80.06184676,15.70382175
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/260e0075-466d-4aa2-8ad6-825cce898cdb___JR_B.Spot 9065.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,25.26382915,95.87749664,12.62853052
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/bc76d04a-056a-4fa4-a3de-2d848101631a___JR_B.Spot 9089.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,25.02837355,94.8588959,15.9938295
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/b2df85c5-719c-4a97-aad5-51b3636edb91___NREC_B.Spot 9150.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,20.5875885,85.26461683,18.11503595
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/78cbd7cf-98fb-41f1-ae32-6655c02fa49c___JR_B.Spot 3292.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,20.17589878,85.04852716,29.06505639
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/c8ea8547-4f93-4bf9-af69-79f09697e817___JR_B.Spot 3152.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,24.21059102,93.0059404,26.44433847
/kaggle/input/plantdisease/PlantVillage/Pepper__bell___Bacterial_spot/006adb74-934f-448f-a14f-62181742127b___JR_B.Spot 3395.JPG,Pepper__bell___Bacterial_spot,Pepper,bell bacterial spot,25.66604648,97.48809002,12.84389997
/kaggle/input/plantdisease/PlantVillage/Potato___Early_blight/c09e4b05-b196-4955-abd4-6aed44c40132___RS_Early.B 6823.JPG,Potato___Early_blight,Potato,early blight,22.47402322,85.40915104,15.2457703
/kaggle/input/plantdisease/PlantVillage/Tomato_Early_blight/d8bfc53d-7b22-48a7-a884-c808927dc149___RS_Erly.B 6349.JPG,Tomato_Early_blight,Tomato,early blight,26.67336735,92.63381058,20.8678658
/kaggle/input/plantdisease/PlantVillage/Potato___Early_blight/1132bee0-fe6b-41a9-9583-7b959c2ca25f___RS_Early.B 7482.JPG,Potato___Early_blight,Potato,early blight,31.7599664,90.79319977,18.81989748
/kaggle/input/plantdisease/PlantVillage/Tomato_Early_blight/4fd3f0e7-cdd9-4151-8734-5f0ad1f52614___RS_Erly.B 9564.JPG,Tomato_Early_blight,Tomato,early blight,28.62437927,92.45143641,12.31161604
/kaggle/input/plantdisease/PlantVillage/Potato___Early_blight/61da9830-ebfd-483a-88dd-a66fcff4c457___RS_Early.B 7817.JPG,Potato___Early_blight,Potato,early blight,30.06720925,96.54461369,10.48935998
/kaggle/input/plantdisease/PlantVillage/Potato___Early_blight/ca1bc7af-3220-4b45-b76d-8f950128c489___RS_Early.B 7266.JPG,Potato___Early_blight,Potato,early blight,20.0570423,88.07210719,14.09513268
/kaggle/input/plantdisease/PlantVillage/Tomato_Early_blight/e20fb98a-26f9-43a1-8d55-e1daa9b6a455___RS_Erly.B 7351.JPG,Tomato_Early_blight,Tomato,early blight,25.41960529,81.45458885,19.37993728
/kaggle/input/plantdisease/PlantVillage/Potato___Early_blight/ede5199d-4bf1-4bd0-a460-2168350ed05a___RS_Early.B 8773.JPG,Potato___Early_blight,Potato,early blight,24.37057642,82.2159962,6.122500955
/kaggle/input/plantdisease/PlantVillage/Tomato_Early_blight/0d5f65a3-b32f-4565-b63a-c6da73c1322b___RS_Erly.B 8310.JPG,Tomato_Early_blight,Tomato,early blight,20.3119134,89.61698293,10.2500167
/kaggle/input/plantdisease/PlantVillage/Potato___Early_blight/c17c36ed-c36f-42d4-812d-3b17158063d3___RS_Early.B 8398.JPG,Potato___Early_blight,Potato,early blight,24.08395908,81.90168409,9.328798829
/kaggle/input/plantdisease/PlantVillage/Tomato_Early_blight/c163bdbd-0c60-44da-be29-a1d0cad71b72___RS_Erly.B 8343.JPG,Tomato_Early_blight,Tomato,early blight,23.87258777,81.02389071,21.67694119
/kaggle/input/plantdisease/PlantVillage/Potato___Early_blight/dbe05365-9166-45f7-94cf-cefca787215a___RS_Early.B 9144.JPG,Potato___Early_blight,Potato,early blight,26.96281341,95.9967544,7.518523017
/kaggle/input/plantdisease/PlantVillage/Potato___Early_blight/8f0e6484-7d27-4ee1-849a-316c6195b139___RS_Early.B 6840.JPG,Potato___Early_blight,Potato,early blight,24.5977013,96.5263092,12.39480777
/kaggle/input/plantdisease/PlantVillage/Tomato_Early_blight/b8421c32-9111-49c0-8e78-f86a9912ece4___RS_Erly.B 7706.JPG,Tomato_Early_blight,Tomato,early blight,27.99585569,91.54783273,26.8148776
/kaggle/input/plantdisease/PlantVillage/Tomato_Early_blight/dc6eeebe-ebc4-406c-b5df-f4861f491db8___RS_Erly.B 9615.JPG,Tomato_Early_blight,Tomato,early blight,20.33650767,89.59195719,23.53929153
/kaggle/input/plantdisease/PlantVillage/Tomato_Early_blight/a2b13360-65ce-4302-8bec-50bdc1b9789d___RS_Erly.B 9446.JPG,Tomato_Early_blight,Tomato,early blight,24.49084984,80.07090376,15.89380644
/kaggle/input/plantdisease/PlantVillage/Tomato_Early_blight/398d72f7-db26-4138-9364-eb506f9495f4___RS_Erly.B 9450.JPG,Tomato_Early_blight,Tomato,early blight,28.07104094,94.61832277,22.95951206
/kaggle/input/plantdisease/PlantVillage/Tomato_Early_blight/29f6e3c2-0bf9-42fe-9a39-aef42acd5191___RS_Erly.B 9480.JPG,Tomato_Early_blight,Tomato,early blight,29.2805553,86.04206917,12.62209061
/kaggle/input/plantdisease/PlantVillage/Potato___Early_blight/b7157976-61c2-4366-87c5-e3de23aa7c10___RS_Early.B 7227.JPG,Potato___Early_blight,Potato,early blight,28.85352373,90.64162537,16.37708925
